volumn	rate	time
593	95.95%	88.95
518	96.72%	87.55
608	96.05%	82.77
585	95.73%	157.49
600	95.33%	155.59
570	95.09%	158.08
548	96.72%	161.29
508	98.23%	173.27
497	95.57%	93.96
551	94.92%	90.98
519	95.76%	15660.39
524	93.70%	87.54
565	96.64%	156.48
578	95.50%	88.21
544	93.93%	160.23
541	95.75%	229.25
556	96.76%	231.38
551	96.37%	88.85
523	94.46%	85.22
552	97.10%	85.72
520	96.54%	86.21
533	95.87%	161.77
481	96.26%	169.38
478	96.23%	176.95
425	95.06%	187.19
477	94.97%	430.97
517	95.55%	166.68
503	95.83%	178.56
456	95.61%	91.36
464	95.91%	172.66
439	95.90%	97.08
464	96.34%	91.41
454	94.71%	87.24
437	96.57%	277.56
459	96.08%	86.61
471	95.12%	257.89
483	95.65%	91.57
459	95.86%	172.73
446	94.17%	91.16
426	96.01%	93.19
440	97.27%	90.95
434	96.31%	89.08
433	95.38%	181.42
427	96.25%	89.76
365	94.52%	203.25
412	94.42%	189.07
458	97.16%	178.31
436	95.41%	271.75
398	94.47%	97.16
390	95.38%	98.33
388	94.59%	197.82
380	95.79%	196.49
342	97.08%	88.51
349	95.70%	89.14
380	96.32%	307.25
398	96.73%	89.99
342	95.61%	326.86
350	97.43%	94.99
358	96.93%	90.27
327	97.25%	212.17
316	97.78%	97.6
335	96.42%	93.46
294	96.60%	225.47
299	96.99%	88.44
372	96.51%	195.13
337	97.63%	334.76
352	95.74%	91.13
338	97.04%	87.66
326	93.25%	89.06
335	93.43%	108.09
252	96.03%	90.77
300	98.67%	354.99
317	95.90%	467.39
303	96.37%	96.94
271	95.20%	90.75
278	97.12%	92.82
325	96.92%	219.72
288	96.88%	90.58
284	97.54%	89.82
270	97.41%	99.97
261	97.32%	84.21
278	95.68%	95.73
286	93.71%	91.65
254	98.82%	86.86
265	96.98%	95.29
275	94.18%	95.35
267	95.88%	91.94
240	97.50%	99.61
275	98.91%	96.25
288	97.92%	92.94
254	97.24%	98.23
231	97.40%	435.86
235	97.02%	432.45
220	95.91%	95.43
204	95.10%	100.13
233	95.71%	94.66
238	97.06%	261.17
202	93.56%	91.98
215	95.35%	89.29
238	94.96%	259.8
189	95.77%	94.1
214	99.07%	279.68
206	97.57%	92.83
172	94.19%	101.58
171	92.98%	326.02
182	93.96%	98.63
167	92.22%	331.68
167	95.81%	90.6
196	91.84%	95.89
198	95.45%	100.86
190	96.84%	93.66
163	93.87%	104.81
167	97.01%	97.75
159	94.34%	95.72
146	95.89%	100.99
134	98.51%	93.12
147	95.24%	90.51
161	96.89%	94.94
118	98.31%	773.51
149	95.97%	94.79
143	96.50%	91.61
149	95.97%	897.62
149	97.99%	94.44
146	93.15%	641.95
131	94.66%	102.93
136	92.65%	981.58
129	92.25%	97.6
148	95.27%	365.57
108	97.22%	105.25
130	97.69%	118.98
129	96.90%	92.98
86	97.67%	92.79
118	95.76%	95.77
121	94.21%	425.88
130	95.38%	95.31
129	95.35%	92.82
132	96.21%	405.58
122	95.08%	109.4
116	93.97%	109.93
80	90%	99.71
109	94.50%	465.41
118	92.37%	435.23
101	95.05%	105.53
133	94.74%	99.63
138	94.20%	103.86
114	92.11%	103.98
123	94.31%	94.99
139	95.68%	103
122	95.90%	96.39
118	95.76%	96.74
121	97.52%	96.16
103	95.15%	98.53
96	94.79%	102.43
105	95.24%	100.44
104	91.35%	482.08
74	97.30%	95.5
121	95.04%	97.17
116	94.83%	792.14
98	91.84%	98.78
111	92.79%	103.59
80	97.50%	100.14
82	96.34%	114.51
107	91.59%	97.44
86	96.51%	99.07
91	94.51%	95.74
89	96.63%	96.63
119	98.32%	436.72
100	98%	96.3
103	95.15%	99.36
68	89.71%	98.59
84	97.62%	96.52
88	97.73%	557.31
105	97.14%	95.36
80	88.75%	94.76
91	94.51%	91.21
97	95.88%	108.38
77	100%	93.34
92	94.57%	99.3
100	97%	98.67
80	96.25%	99.03
97	93.81%	116.3
72	91.67%	93.93
76	98.68%	103.03
70	98.57%	106.99
64	96.88%	99.56
80	93.75%	101.2
76	97.37%	104.61
108	97.22%	108.87
82	95.12%	100.3
78	96.15%	118.06
73	90.41%	121.53
143	94.41%	106.76
105	95.24%	94.7
111	97.30%	90.42
122	95.90%	99.12
126	97.62%	102.51
108	96.30%	93.59
114	98.25%	98.98
90	91.11%	105.48
118	96.61%	110.86
134	100%	98.09
102	98.04%	112
85	95.29%	109.93
83	100%	114.33
83	98.80%	580.96
68	95.59%	702.09
91	98.90%	113.27
124	95.97%	99.29
104	98.08%	100.15
118	95.76%	103.23
83	95.18%	102.41
80	96.25%	107.43
60	96.67%	133.73
94	100%	105.96
74	98.65%	107.07
52	100%	106.77
58	98.28%	100.14
64	96.88%	109.3
91	95.60%	551.31
83	97.59%	103.99
72	98.61%	664.03
59	96.61%	109.73
65	96.92%	114.08
72	93.06%	663.39
58	96.55%	110.52
46	97.83%	109.5
64	98.44%	106.03
50	96%	105.62
70	97.14%	101.67
81	98.77%	100.51
52	94.23%	118.12
55	92.73%	120.33
60	96.67%	789.93
81	98.77%	604.23
52	96.15%	120.4
60	100%	102.3
47	97.87%	99.94
43	100%	105.21
53	98.11%	103.36
40	97.50%	117.75
62	96.77%	117.27
78	97.44%	619.01
76	96.05%	112.72
63	98.41%	106
44	97.73%	1022.91
35	91.43%	104.63
54	96.30%	113.5
79	93.67%	102.15
57	94.74%	103.84
35	91.43%	124.11
41	97.56%	116.59
54	94.44%	102.13
41	90.24%	110.24
45	100%	103.18
30	96.67%	108.53
48	97.92%	116.38
59	96.61%	103.37
49	97.96%	104.37
46	100%	114.22
55	89.09%	102.75
44	100%	100.41
48	97.92%	119.08
46	97.83%	124.17
43	97.67%	110.19
50	100%	106.44
41	95.12%	103.2
59	96.61%	109.02
69	92.75%	105.57
45	95.56%	105.67
45	95.56%	1035.33
22	100%	102.45
51	100%	108.8
26	100%	106.65
28	100%	101.64
37	97.30%	124.08
31	100%	1391.1
35	100%	115.86
26	96.15%	1638.42
34	97.06%	100
28	100%	99.5
27	92.59%	104.67
27	96.30%	100.63
18	94.44%	101.67
38	97.37%	107.97
21	100%	92.43
25	92%	1713.48
30	96.67%	99.7
31	93.55%	102.48
45	97.78%	101.56
39	97.44%	98.69
33	93.94%	99.58
35	97.14%	107.51
31	87.10%	100.68
33	93.94%	103.94
20	95%	93.15
24	100%	98.92
26	92.31%	99
42	88.10%	113.64
49	93.88%	101.53
21	95.24%	101.24
37	94.59%	100.41
33	96.97%	102.97
26	96.15%	101.31
37	94.59%	100.7
25	100%	100.56
33	100%	101.64
31	100%	104.84
44	100%	103.11
59	96.61%	99.73
45	93.33%	105.62
40	92.50%	171.98
38	97.37%	100
38	97.37%	104.26
34	100%	102
30	100%	96.33
22	100%	99.77
25	92%	107.12
23	100%	101.17
24	95.83%	102.33
13	100%	98.46
23	95.65%	105.17
16	100%	103.31
33	93.94%	110.73
37	97.30%	110.35
28	96.43%	96.71
40	100%	103.5
36	97.22%	106.25
34	94.12%	106.09
23	95.65%	101.26
34	100%	99.74
27	100%	102
29	96.55%	111.17
14	100%	96.79
17	100%	97.59
17	100%	101.06
13	92.31%	107.54
24	95.83%	98.92
37	97.30%	103.38
35	94.29%	100.26
24	100%	107.92
31	96.77%	100.68
18	100%	104.78
21	95.24%	97.1
20	100%	107.85
9	100%	104
29	89.66%	98.72
13	100%	122.54
29	100%	97.55
30	100%	102.9
15	93.33%	101.27
20	95%	158.35
20	100%	97.55
12	100%	128
23	100%	112.09
19	100%	123.11
21	100%	94.76
20	95%	104.6
9	100%	98.11
16	100%	101.19
13	84.62%	95
18	100%	103.33
27	92.59%	97.15
23	95.65%	107.87
20	100%	113.15
9	88.89%	111.33
18	94.44%	101.89
15	100%	101.33
14	100%	101.21
20	100%	101.35
14	100%	98
6	100%	109.17
12	100%	104.17
23	100%	111.83
30	90%	97.73
19	100%	100.89
10	100%	118
31	100%	1397.19
35	100%	104.97
24	95.83%	112.04
25	96%	110.12
22	95.45%	102.95
16	100%	113.63
17	100%	109.53
14	100%	2961.21
22	100%	101.5
15	100%	131.27
22	95.45%	98.91
22	100%	101.55
21	90.48%	108.48
34	97.06%	107.18
21	95.24%	103.05
19	94.74%	110.32
26	100%	103.12
18	100%	132.78
18	83.33%	119.83
21	100%	2014.76
25	96%	99.16
14	100%	109.29
12	100%	101.08
13	100%	115.77
14	100%	121.86
10	100%	4160.1
15	93.33%	115
17	94.12%	127.53
6	100%	102.67
14	100%	107.29
13	100%	110.23
16	100%	110.44
9	100%	99.89
18	83.33%	98.83
25	100%	103.4
16	100%	106.06
7	85.71%	101
23	100%	110.39
8	100%	112.38
17	88.24%	120
25	100%	102.96
20	100%	107.45
8	100%	114.13
24	100%	126.63
9	100%	102.78
16	100%	133.94
17	88.24%	96.76
15	86.67%	111.2
13	92.31%	98.69
21	95.24%	106.29
24	95.83%	106.5
10	100%	151.4
6	100%	97.33
12	83.33%	101.67
18	83.33%	135.39
16	100%	92.88
24	95.83%	122.42
9	100%	100.67
9	77.78%	105.56
12	83.33%	118.42
23	95.65%	112.83
23	95.65%	111.83
23	91.30%	105.83
20	100%	106.55
8	100%	104.13
8	100%	104.88
8	100%	101.13
16	100%	103.13
6	100%	102.33
17	100%	102.18
19	100%	106.53
17	100%	98.59
18	88.89%	2523.44
22	90.91%	274.05
17	94.12%	101.06
13	100%	123.69
16	100%	107.63
21	95.24%	2007.86
8	100%	101.88
7	85.71%	102
7	85.71%	108.14
8	100%	101.13
14	100%	103.71
17	94.12%	102
25	96%	100.72
13	92.31%	99.38
19	100%	101.37
13	92.31%	101
9	100%	109.11
10	90%	110.8
12	100%	109.92
23	91.30%	102.61
11	81.82%	117.45
15	100%	106.67
24	100%	102.88
15	80%	110.33
16	93.75%	102.63
11	81.82%	101
18	94.44%	107.22
13	100%	98.62
7	100%	99
16	93.75%	107.94
9	100%	101.33
18	100%	102.39
13	92.31%	101.23
23	95.65%	107.78
18	94.44%	101.56
21	90.48%	124.86
13	92.31%	96.46
21	90.48%	98.43
24	100%	111.25
22	95.45%	105.14
22	86.36%	107.45
16	87.50%	101.69
25	96%	104.04
18	94.44%	102.44
14	100%	98.5
18	94.44%	101.83
21	90.48%	98.43
10	80%	105
27	96.30%	99.44
17	100%	106.53
13	100%	103.31
10	100%	102.6
17	100%	113.41
12	100%	101.67
27	96.30%	101.15
28	100%	101.46
30	100%	101.23
26	96.15%	99.42
22	77.27%	101.68
14	92.86%	105.14
22	95.45%	157.55
23	91.30%	1842.04
17	94.12%	101.59
29	100%	125.21
18	94.44%	101.67
20	100%	100.95
23	82.61%	99.17
16	87.50%	101.63
27	96.30%	100.74
27	92.59%	105.7
21	95.24%	102.67
11	100%	104.55
22	95.45%	98.45
16	81.25%	100.94
14	92.86%	135.71
35	91.43%	99.94
21	90.48%	106.52
30	96.67%	101.6
24	91.67%	117.58
23	86.96%	100.7
32	96.88%	116.53
34	97.06%	117.32
45	95.56%	105.58
24	91.67%	118.75
29	100%	104.21
24	100%	106.04
27	100%	108.85
34	94.12%	146.12
25	96%	104.92
24	91.67%	100.75
49	89.80%	120.39
39	97.44%	111.77
38	100%	116.66
46	100%	975.22
29	96.55%	115.21
50	96%	112.6
58	100%	792.98
44	97.73%	99.23
37	100%	1181.68
46	97.83%	100.3
37	100%	106.76
53	92.45%	99.64
42	95.24%	99.12
50	92%	103.66
39	100%	101.79
28	100%	99.04
33	100%	101.3
47	95.74%	101.13
50	94%	103.04
55	98.18%	104.36
41	95.12%	101.05
54	94.44%	840.63
89	98.88%	101.43
49	95.92%	103.08
68	94.12%	103.29
81	95.06%	104.53
92	93.48%	103.91
63	90.48%	98.79
73	93.15%	104.71
75	96%	100.95
85	95.29%	573.38
62	93.55%	118.85
71	97.18%	114.66
55	94.55%	103.53
67	98.51%	105.9
73	97.26%	106.55
84	97.62%	101.89
71	98.59%	103.86
85	95.29%	111.11
82	97.56%	100.21
89	93.26%	101.65
94	94.68%	531.16
76	97.37%	102.71
94	95.74%	100.19
113	97.35%	100.44
104	98.08%	100.12
120	96.67%	102.66
112	100%	102.01
127	98.43%	103.1
129	96.12%	98.6
118	96.61%	108.81
110	98.18%	96.29
123	96.75%	98.93
140	94.29%	100.46
148	96.62%	373.5
173	94.80%	100.03
164	95.73%	346.09
183	93.44%	99.31
155	96.13%	102.48
168	95.83%	102.25
184	94.57%	106.98
177	96.61%	114.17
154	97.40%	108.44
198	95.96%	101.26
177	93.79%	217.44
212	96.23%	194.86
203	96.55%	495.87
206	95.63%	94.88
219	96.80%	96.82
210	97.14%	295.22
210	97.14%	287.41
208	94.71%	96.44
176	94.89%	23052.84
201	95.52%	104.07
216	97.69%	97.1
200	93.50%	93.43
214	96.73%	282.8
233	97%	95.56
285	94.04%	96.69
276	96.38%	243.08
278	96.76%	96.15
266	95.11%	99.56
272	95.96%	94.2
291	96.91%	103.87
281	97.15%	95.45
248	97.58%	92.94
266	99.25%	247.7
298	97.65%	229.64
342	97.66%	219.98
343	96.21%	94.34
322	96.58%	93.18
308	97.08%	230.42
339	94.99%	100.07
364	96.15%	93.17
380	94.47%	92.29
371	96.77%	96.01
362	97.51%	97.31
318	97.48%	220.36
364	95.60%	88.59
369	96.48%	91.51
375	95.47%	91.82
382	94.24%	200.7
440	94.55%	184.74
407	94.10%	193.27
408	94.85%	286.65
397	96.22%	100.96
444	95.95%	91.25
407	96.07%	94.18
482	96.47%	175.39
443	94.81%	275.9
515	96.12%	94.2
474	95.78%	175.01
534	96.44%	168.03
501	96.01%	89.74
547	97.99%	91.14
572	97.90%	298.23
524	96.18%	93.01
547	95.25%	168.98
493	94.73%	94.17
531	96.05%	167.37
548	95.26%	161.03
533	94.37%	92.95
548	95.80%	163.5
555	97.12%	156.34
533	95.68%	313.15
533	96.81%	164.83
600	95.50%	156.72
559	96.42%	163.1
524	95.42%	90.14
592	96.45%	160.04
564	95.92%	300.54
580	95%	158.72
561	95.19%	7287.44
582	94.85%	156.55
604	95.86%	90.83
555	96.22%	160.08
598	95.99%	156.74
618	97.25%	87.49
614	97.07%	221.91
600	95.83%	89.43
610	97.05%	90.74
672	95.09%	205.28
629	94.75%	144.74
678	95.13%	147.93
728	96.57%	145.3
687	97.23%	200.86
672	96.88%	206.71
696	96.41%	83.24
709	97.32%	146.44
718	96.52%	84.54
746	95.31%	85.66
751	96.01%	84.6
808	95.92%	188.94
731	96.03%	361.19
816	97.79%	184.61
756	96.03%	80.28
788	95.94%	183.17
747	94.78%	301.64
765	95.16%	85.29
806	94.42%	84.21
797	95.98%	183.72
908	94.93%	174.15
909	95.16%	170.42
844	95.85%	223.51
875	95.54%	81.67
878	96.81%	128.1
867	95.62%	218.06
828	95.89%	232.08
861	95.35%	86.66
903	96.46%	177.99
855	95.79%	222.04
915	95.30%	126.04
936	96.15%	125.79
916	95.41%	126.55
965	95.54%	123.05
985	94.52%	122.96
967	95.76%	83.67
1008	94.94%	119.65
1006	96.02%	82.18
1045	96.27%	155.47
1081	96.21%	118.21
1043	96.07%	122.78
987	96.45%	120.63
1012	96.34%	160.91
1093	96.34%	116.33
1070	94.95%	117.71
907	95.48%	82.13
1008	96.23%	81.6
987	96.25%	120.66
959	95.10%	121.49
1042	95.30%	117.73
1031	95.93%	198.36
964	94.61%	4272.68
1062	96.42%	119.58
1086	96.41%	187.32
1015	96.26%	80
1082	96.30%	115.56
1103	96.19%	152.18
1140	96.05%	116.51
1098	95.17%	153.96
1180	96.19%	146.81
1041	95.68%	235.95
1072	95.80%	195.07
1094	95.16%	187.83
1126	96.27%	112.71
1073	94.78%	154.9
1189	94.95%	77.7
1154	95.49%	80.85
1144	95.02%	217.65
1045	95.89%	156.15
1136	96.39%	114.35
1132	96.82%	112.91
1194	94.97%	109.74
1185	97.05%	182.57
1214	95.39%	144.18
1133	96.91%	116.29
1185	95.61%	180.11
1263	96.28%	111.62
1205	96.60%	111.76
1220	96.64%	145.15
1212	94.97%	111.9
1291	96.05%	79.37
1214	95.96%	175.99
1187	95.45%	213.38
1194	94.89%	143.88
1139	96.31%	75.86
1208	96.44%	109.82
1182	95.69%	212.18
1216	95.72%	110.12
1126	95.03%	115.26
1190	94.12%	148.77
1241	95.49%	110.87
1186	95.19%	146.32
1245	95.18%	171.18
1190	96.05%	79.45
1210	96.53%	111.21
1232	96.10%	239.55
1205	96.68%	110.36
1191	96.05%	143.63
1214	96.13%	175.2
1217	96.71%	144.84
1256	95.38%	107.02
1211	96.45%	74.06
1218	96.63%	144.81
1238	95.96%	109.56
1179	96.35%	214.28
1279	95.70%	139.15
1223	96.73%	109.1
1249	95.04%	75.8
1296	95.99%	196.94
1233	96.19%	77.69
1253	96.17%	110.13
1190	95.13%	76.13
1214	95.88%	76.39
1250	95.76%	140.85
1283	95.64%	108.61
1331	94.67%	138.02
1322	95.76%	105.13
1382	94.72%	106.6
1296	95.52%	203.02
1160	96.55%	111.66
1219	95%	111.05
1185	96.62%	147.35
1192	95.89%	77.77
1272	96.15%	111.17
1265	95.02%	173.04
1266	95.73%	112.29
1238	94.59%	108.62
1266	95.66%	172.64
1213	95.38%	143.62
1284	95.87%	173.29
1261	95.80%	203.99
1348	94.58%	167.67
1315	95.74%	109.69
1339	95.52%	138.97
1293	95.36%	78.84
1301	94.62%	77.61
1283	94.23%	74.46
1219	96.47%	110.27
1285	96.73%	107.83
1230	95.77%	107.35
1268	95.58%	110.67
1181	95.94%	113.9
1210	93.80%	109.55
1228	96.09%	142.6
1191	95.05%	75.67
1240	95.40%	77.33
1183	96.62%	78.84
1202	94.76%	142.98
1210	95.79%	79.8
1206	95.11%	77.83
1220	95.66%	176.66
1231	95.37%	143.46
1236	95.31%	107.01
1177	96.69%	115.47
1189	95.12%	114.14
1234	94.98%	142.62
1263	96.36%	141.37
1214	95.96%	175.22
1194	95.48%	178.51
1219	95.82%	109.92
1237	96.20%	77.21
1235	96.03%	110.88
1209	95.20%	113.64
1181	96.10%	179.18
1176	95.83%	179.38
1178	96.26%	213.75
1174	94.80%	109.74
1179	95.08%	146.09
1182	96.02%	109.79
1247	95.19%	141.23
1157	95.07%	77.63
1130	96.99%	10807.03
1161	95.78%	149.04
1087	95.22%	262.23
1150	96.09%	149.61
1194	94.89%	78.43
1140	94.65%	183.19
1159	96.03%	186.86
1198	96.58%	177.15
1164	96.22%	80.34
1181	97.04%	78.35
1181	95.26%	147.89
1217	94%	78.61
1141	95.97%	184.53
1155	95.50%	249.85
1137	94.55%	114.61
1124	96.26%	188.01
1116	94.44%	113.23
1093	96.25%	187.03
1143	95.28%	110.86
1140	95.88%	79.06
1152	97.05%	77.51
1146	95.20%	148.96
1114	95.51%	79.69
1101	95%	150.81
1100	95.55%	148.84
1074	94.41%	152.54
1081	94.82%	76.69
1113	95.60%	186.92
1032	94.86%	115.53
1098	94.90%	78.52
1115	95.78%	258.75
1081	95.28%	151.63
1077	95.54%	116.73
1013	96.05%	117.22
1081	95.56%	116.4
1150	96.26%	146.41
1061	94.82%	193.76
1095	96.26%	188.22
1114	96.59%	225.41
1160	94.83%	150.67
1139	96.22%	186.06
1055	95.73%	115.77
1067	96.25%	189.04
1062	96.70%	78.32
1143	95.98%	150.97
1131	95.76%	108.83
1143	95.98%	148.85
1129	96.81%	221.73
1074	96.09%	77.02
1092	95.51%	149.41
1074	96.18%	152.19
1057	96.50%	77.76
1109	95.94%	258.67
1056	94.13%	117.12
1052	95.15%	79.46
1078	95.73%	150.84
1030	95.83%	162.56
950	96.32%	206.68
991	96.47%	120.37
1031	96.70%	77.72
1043	95.78%	78.23
988	95.24%	121.81
1071	94.86%	80.24
1049	94.85%	81.47
1102	95.10%	151.75
1057	96.50%	84.66
1077	94.61%	154.88
1083	96.58%	80.87
1011	96.24%	155.81
1027	94.94%	81.03
1030	95.92%	75.48
1100	95.73%	150.53
1129	94.24%	149.51
1104	95.02%	186.42
1160	95.60%	179.69
1137	95.69%	184.43
1070	96.07%	153.13
1136	95.16%	75.71
1077	96.29%	112.78
1070	94.86%	190.75
1081	96.39%	112.57
1115	95.70%	151.1
1132	95.49%	83.73
1140	96.14%	76.31
1109	95.40%	185.32
1178	95.67%	176.48
1009	94.45%	116.01
1107	95.21%	78.64
1160	95.69%	109.65
1116	95.61%	147.79
1142	95.62%	110.61
1143	95.89%	148.74
1108	96.93%	150.13
1100	96.09%	116.45
1105	96.20%	76.12
1144	96.33%	146.35
1095	97.17%	112.54
1159	94.48%	146.93
1117	95.88%	148.36
1130	96.81%	182.9
1094	97.17%	188
1057	96.69%	116
1134	96.74%	108.56
1147	96.34%	218.71
1062	95.10%	118.14
1119	94.82%	77.87
1088	95.59%	114.81
1074	94.79%	113.92
1102	96.01%	80.51
1125	95.82%	186.65
1090	95.87%	116.94
1135	95.86%	149.65
1142	95.53%	183.43
1137	96.57%	183.37
1086	95.95%	188.81
1047	95.03%	78.43
1057	95.36%	112.37
1093	94.14%	149.6
1062	94.44%	117.41
1077	96.01%	153.44
1154	95.67%	3578.58
1060	95.47%	115.36
1072	95.62%	119.09
1034	95.65%	117.26
1122	96.70%	146.9
1089	95.50%	112.78
1125	95.91%	149.65
1095	95.80%	188.29
1138	94.99%	146.9
1129	95.22%	152.29
1132	95.41%	77.52
1155	96.36%	114.11
1091	94.41%	80.46
1089	95.41%	78.66
1047	95.32%	193.97
1093	94.33%	76.77
1118	95.80%	183.96
1200	96.25%	108.94
1126	96.36%	186.7
1093	93.78%	188.37
1117	95.26%	115.79
1221	95.17%	110.01
1170	95.21%	117.64
1191	95.72%	81.55
1177	95.33%	111.52
1165	94.59%	180.98
1160	96.12%	146.63
1202	96.34%	79.4
1192	96.81%	81.69
1261	95.96%	171.52
1199	95.41%	111.61
1222	95.50%	112.69
1138	94.82%	114.1
1158	95.77%	76.7
1183	96.62%	111.77
1136	95.77%	144.96
1178	95.42%	218.56
1135	96.12%	147.29
1132	94.35%	148.66
1208	96.03%	79.76
1218	93.68%	110.06
1149	94.34%	180.9
1274	95.60%	106.92
1321	95.69%	166.65
1290	95.50%	75.07
1233	95.46%	161.62
1228	94.63%	138.71
1250	94.64%	203.73
1240	96.61%	111.67
1237	96.36%	174.5
1240	95.24%	140.71
1261	95.16%	77.63
1311	95.19%	135.26
1286	94.09%	106.88
1256	95.54%	141.51
1271	94.57%	107.77
1230	95.20%	78.46
1269	95.98%	142.07
1177	94.14%	145.18
1137	95.25%	220.49
1167	95.89%	3539.45
1199	94.66%	188.06
1199	95.58%	145.51
1265	94.70%	172.34
1230	96.59%	173.36
1241	95.33%	148.18
1235	95.79%	151.13
1192	94.97%	76.9
1259	94.28%	143.45
1251	94.72%	173.21
1287	95.26%	138.55
1334	94.68%	111.71
1232	94.48%	241.55
1314	96.50%	174.86
1204	95.43%	150.6
1273	96.70%	106.83
1308	95.18%	167.8
1268	95.66%	138.86
1225	95.02%	75.72
1239	95.48%	78.19
1256	94.90%	155.89
1331	94.82%	107.35
1241	95.08%	108.74
1219	96.72%	210.75
1192	95.13%	295.45
1198	94.82%	110.56
1233	95.05%	77.13
1231	95.78%	78.84
1226	95.51%	273.78
1237	95.07%	172.53
1261	95.48%	140.4
1244	96.06%	141.27
1238	94.83%	238.05
1167	96.23%	113.08
1222	97.14%	114.29
1326	95.93%	105.22
1206	96.10%	149.88
1327	95.10%	201.86
1294	94.74%	111.97
1325	96%	106.7
1292	95.74%	75.71
1284	95.64%	111.39
1157	94.30%	110.58
1304	95.71%	77.41
1322	95.23%	195.48
1298	96.46%	137.08
1242	94.04%	140.29
1313	94.82%	138.55
1248	95.99%	236.58
1252	95.45%	140.21
1182	96.45%	146.87
1292	95.74%	108.71
1282	96.26%	107.4
1264	95.81%	76.64
1294	95.52%	75.2
1243	95.58%	174.79
1313	95.13%	111.44
1261	95.48%	139.31
1203	95.10%	74.02
1267	96.45%	141.68
1245	96.47%	3323.9
1290	96.20%	172.88
1233	94.73%	175.67
1219	95.41%	112.57
1179	95.42%	148.37
1168	94.52%	117.54
1187	95.79%	113.74
1177	94.31%	144.88
1237	95.47%	141.03
1317	94.68%	136.99
1266	96.37%	76.56
1233	95.78%	173.79
1279	95.31%	203.34
1341	95.08%	169.27
1286	95.26%	140.34
1283	94.62%	104.15
1293	95.82%	200.63
1396	95.92%	77.3
1335	95.13%	107.39
1264	95.73%	73.29
1248	95.99%	109.57
1222	95.74%	108.59
1305	96.09%	110.69
1298	95.84%	108.13
1267	95.34%	138.66
1316	95.52%	105.78
1404	95.01%	134.03
1421	95.78%	188.53
1358	94.55%	134.82
1286	95.65%	111.17
1347	95.99%	104.39
1310	96.49%	110.92
1379	95.21%	134.33
1345	94.87%	108.14
1352	95.12%	108.9
1323	96.52%	105.82
1315	95.51%	107.44
1332	94.97%	105.72
1304	95.02%	106.42
1233	95.46%	109.6
1197	96.49%	111.21
1186	95.11%	247.91
1236	95.87%	144.5
1315	95.67%	138.88
1329	94.88%	106.45
1228	95.44%	211.75
1247	96.23%	140.91
1280	95.23%	77.96
1276	95.45%	107.01
1280	95.23%	140.5
1256	96.26%	74.74
1257	94.91%	108.08
1303	94.70%	75.47
1310	96.26%	138.07
1318	95.45%	105.36
1281	97.27%	137.78
1246	96.39%	78.05
1257	94.99%	108.07
1247	95.19%	110.96
1209	95.04%	75.59
1232	95.37%	3357.4
1226	96%	79.23
1231	95.13%	173.16
1265	94.15%	138.22
1279	95.93%	78.97
1199	95.58%	177.32
1148	92.77%	149.02
1186	95.62%	79.25
1224	94.20%	209.56
1291	95.97%	105.36
1319	94.77%	106.68
1302	96.24%	110.85
1260	95.87%	141.45
1303	95.09%	79.91
1366	95.53%	136.44
1395	95.63%	190.97
1235	96.19%	108.92
1167	95.03%	180.9
1247	94.71%	142.02
1254	94.90%	108.62
1226	96%	108.64
1321	95.91%	135.91
1223	95.34%	141.41
1314	92.92%	136.46
1258	95.55%	106.52
1256	95.54%	75.55
1297	95.61%	107.91
1182	96.70%	145.41
1314	96.27%	169.74
1291	96.28%	170.35
1178	94.99%	77.44
1139	95.26%	113.95
1197	95.91%	76.33
1241	95.41%	142.83
1176	94.98%	78.7
1264	95.41%	173.11
1191	96.31%	109.74
1335	95.36%	110.83
1233	96.35%	147.94
1305	96.25%	80.17
1257	94.75%	202.73
1309	95.11%	75.75
1293	95.67%	79.83
1207	95.69%	109.19
1310	94.96%	80.44
1252	96.81%	110.22
1276	96.47%	111.69
1183	95.10%	179.37
1245	95.26%	108.62
1274	95.13%	73.77
1225	96.08%	76.38
1223	94.52%	146.81
1224	95.18%	112.25
1234	96.03%	143.99
1174	96.76%	213.17
1201	96.84%	211.61
1166	96.05%	110.55
1170	96.75%	114.83
1165	95.71%	79.44
1137	96.57%	76.78
1157	95.25%	14041.27
1104	96.01%	189.08
1137	96.31%	183.41
1213	95.88%	207.7
1183	94.84%	75.49
1217	96.47%	110.17
1167	96.06%	181.54
1264	96.12%	205.52
1251	94.32%	108.24
1239	94.43%	108.12
1311	95.35%	196.94
1332	96.70%	105.22
1352	94.67%	197.93
1269	95.82%	144
1274	95.92%	106.91
1318	95.30%	171.15
1337	95.51%	79.94
1309	96.18%	106.94
1242	94.36%	208.02
1319	95.83%	109.63
1291	97.21%	203.33
1258	96.50%	109.78
1264	96.44%	236.95
1259	95.79%	147.43
1264	95.65%	152.46
1242	97.18%	109.98
1305	95.71%	138.73
1197	95.41%	112.81
1238	95.40%	111.96
1228	96.34%	108.42
1185	94.94%	75.19
1224	95.26%	142.4
1137	96.39%	75.76
1183	95.86%	76.95
1219	95.32%	110.85
1279	96.56%	107.34
1229	96.91%	207.01
1243	95.41%	108.35
1208	96.19%	77.05
1209	96.69%	78.04
1149	95.74%	109.85
1169	95.89%	178.41
1140	97.02%	151.1
1192	95.55%	145.03
1198	95.99%	76.72
1247	95.75%	109.39
1195	95.82%	143.18
